region,country,topic,name,url,language,source_type,perspective,channel,platform,is_dataset,accuracy,uniqueness,timeliness,transparency,verifiability,accessibility,depth,composite,notes
Sub-Saharan Africa,Guinea-Bissau,General,O Democrata,https://odemocratagb.com,PT,Independent news,Independent,Website,,no,4,4,4,3,3,3,2,3.3,Independent news site.
Sub-Saharan Africa,Guinea-Bissau,General,Bissau Digital,https://bissaudigital.com,PT,News portal,Independent,Website,,no,3,3,4,3,3,4,2,3.1,General news portal.
Sub-Saharan Africa,Seychelles,General,Seychelles News Agency,https://www.seychellesnewsagency.com,EN,News agency,Independent,Website,,no,4,3,5,4,4,5,2,3.9,English-language national news agency.
Sub-Saharan Africa,Seychelles,General,Seychelles Nation,https://www.nation.sc,EN,State newspaper,State media,Website,,no,3,2,5,3,3,4,1,3.0,State-owned daily.
Sub-Saharan Africa,Seychelles,Economic,Central Bank of Seychelles,https://www.cbs.sc,EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.
Sub-Saharan Africa,Comoros,General,Al-Watwan,https://alwatwan.net,FR/AR,State newspaper,State media,Website,,no,3,2,5,2,3,4,1,2.9,State-owned daily.
Sub-Saharan Africa,Comoros,General,La Gazette des Comores,https://lagazettedescomores.com,FR,Independent newspaper,Independent,Website,,no,3,3,4,3,3,4,2,3.1,One of the few independent papers.
Sub-Saharan Africa,São Tomé and Príncipe,General,Téla Nón,https://www.telanon.info,PT,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Main independent news site.
Sub-Saharan Africa,São Tomé and Príncipe,Economic,Banco Central de São Tomé e Príncipe,https://www.bcstp.st,PT,Central bank,State / official,Website,,yes,4,3,3,4,4,4,2,3.4,Central bank; monetary and financial data.
Sub-Saharan Africa,Tanzania,Economic,National Bureau of Statistics (Tanzania),https://www.nbs.go.tz,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics bureau.
Sub-Saharan Africa,Gambia,General,The Standard (Gambia),https://standard.gm,EN,Independent newspaper,Independent,Website,,no,4,3,4,4,4,4,3,3.7,Independent daily.
Sub-Saharan Africa,Djibouti,General,La Nation (Djibouti),https://www.lanation.dj,FR,State newspaper,State media,Website,,no,2,2,5,2,3,4,1,2.7,State-owned daily; little independent press exists.
Asia,India,General,The Hindu,https://www.thehindu.com,EN,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,4,4.1,Paper of record; strong on policy and the south.
Asia,India,General,The Indian Express,https://indianexpress.com,EN,Daily newspaper,Independent,Website,,no,5,4,5,4,4,4,3,4.1,Daily known for investigations and accountability reporting.
Asia,India,General,Scroll.in,https://scroll.in,EN,Independent digital news,Independent,Website,,no,5,4,4,5,4,4,4,4.3,"Independent site; politics, culture, and long-form."
Asia,India,General,The Wire,https://thewire.in,EN,Independent nonprofit news,Independent,Website,,no,5,4,4,5,4,4,4,4.3,Nonprofit news-and-opinion site; frequent scoops under legal pressure.
Asia,India,General,The Print,https://theprint.in,EN,Independent digital news,Independent,Website,,no,4,4,5,4,4,4,3,4.0,"Digital-native outlet; politics, defence, and governance."
Asia,India,General,Newslaundry,https://www.newslaundry.com,EN,Media critique / independent,Independent,Website,,no,4,4,4,5,4,4,3,4.0,Subscriber-funded media criticism and reporting.
Asia,India,Security,The Reporters' Collective,https://www.reporters-collective.in,EN,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,4,4.4,Nonprofit doing deep public-interest investigations.
Asia,India,Political,Alt News,https://www.altnews.in,EN,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Independent fact-checking initiative debunking disinformation.
Asia,India,Political,PRS Legislative Research,https://prsindia.org,EN,Legislative research / data,Independent,Website,,yes,5,4,3,5,5,4,3,4.1,"Nonpartisan analysis of bills, budgets, and Parliament."
Asia,India,Political,Observer Research Foundation,https://www.orfonline.org,EN,Policy think tank,Independent,Website,,no,4,3,4,4,4,5,4,4.0,"Major think tank on foreign, economic, and security policy."
Asia,India,Economic,Reserve Bank of India,https://www.rbi.org.in,EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial data.
Asia,India,Economic,MoSPI,https://www.mospi.gov.in,EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,Ministry of Statistics; national accounts and surveys.
Asia,India,Societal,Lokniti-CSDS,https://www.lokniti.org,EN,Election / opinion research,Independent,Website,,yes,5,5,3,5,5,4,4,4.4,CSDS survey programme; the reference for Indian electoral studies.
Asia,Indonesia,General,Tempo,https://en.tempo.co,ID/EN,News magazine / investigative,Independent,Website,,no,5,4,4,4,4,4,4,4.1,Leading independent magazine known for investigations.
Asia,Indonesia,General,Kompas,https://www.kompas.com,ID,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Largest quality daily.
Asia,Indonesia,General,Tirto,https://tirto.id,ID,Data-driven digital news,Independent,Website,,no,4,4,4,4,4,4,4,4.0,"Explanatory, data-driven journalism and fact-checks."
Asia,Indonesia,General,The Jakarta Post,https://www.thejakartapost.com,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading English daily.
Asia,Indonesia,Security,Project Multatuli,https://projectmultatuli.org,ID,Public-interest investigative,Independent,Website,,no,5,5,3,5,4,4,4,4.3,Nonprofit reporting on the marginalized and abuses of power.
Asia,Indonesia,Political,Mafindo / CekFakta,https://cekfakta.com,ID,Fact-checking network,Independent,Website,,no,4,4,4,5,4,4,3,4.0,Collaborative fact-checking network.
Asia,Indonesia,Economic,Bank Indonesia,https://www.bi.go.id,ID/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial data.
Asia,Indonesia,Economic,BPS (Statistics Indonesia),https://www.bps.go.id,ID/EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics agency.
Asia,Pakistan,General,Dawn,https://www.dawn.com,EN,Daily newspaper,Independent,Website,,no,5,4,5,4,4,4,4,4.3,Pakistan's paper of record; public-interest journalism.
Asia,Pakistan,General,The News International,https://www.thenews.com.pk,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Major English daily.
Asia,Pakistan,General,The Express Tribune,https://tribune.com.pk,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,English daily (formerly IHT partner).
Asia,Pakistan,General,Geo News,https://www.geo.tv,UR/EN,Broadcaster / news,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Largest news broadcaster.
Asia,Pakistan,Political,Soch Fact Check,https://www.sochfactcheck.com,EN/UR,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Independent fact-checking outlet.
Asia,Pakistan,Economic,State Bank of Pakistan,https://www.sbp.org.pk,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.
Asia,Pakistan,Economic,Pakistan Bureau of Statistics,https://www.pbs.gov.pk,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics bureau.
Asia,Bangladesh,General,The Daily Star,https://www.thedailystar.net,EN,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,3,4.0,Leading English daily; benchmark for quality.
Asia,Bangladesh,General,Prothom Alo,https://en.prothomalo.com,BN/EN,Daily newspaper,Independent,Website,,no,5,4,5,4,4,4,3,4.1,Largest-circulation daily; strong reporting.
Asia,Bangladesh,General,Netra News,https://netra.news,BN/EN,Investigative (exile),Independent (exile),Website,,no,5,5,3,4,5,4,4,4.3,Sweden-based investigative platform on Bangladesh.
Asia,Bangladesh,General,bdnews24,https://bdnews24.com,BN/EN,Digital news,Independent,Website,,no,4,3,5,4,3,4,2,3.6,Pioneering online news outlet.
Asia,Bangladesh,Political,Rumor Scanner,https://www.rumorscanner.com,BN/EN,Fact-checking,Independent,Website,,no,4,4,4,5,5,4,3,4.1,Independent fact-checking outlet.
Asia,Bangladesh,Economic,Bangladesh Bank,https://www.bb.org.bd,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.
Asia,Bangladesh,Economic,Bangladesh Bureau of Statistics,https://www.bbs.gov.bd,EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,National statistics bureau.
Asia,Japan,General,The Japan Times,https://www.japantimes.co.jp,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Japan's leading English daily.
Asia,Japan,General,The Asahi Shimbun,https://www.asahi.com/ajw,JA/EN,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,4,4.1,Major national daily; English 'Asia & Japan Watch'.
Asia,Japan,General,The Mainichi,https://mainichi.jp/english,JA/EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,National daily with English edition.
Asia,Japan,General,NHK World,https://www3.nhk.or.jp/nhkworld,JA/EN,Public broadcaster,Public broadcaster,Website,,no,5,3,5,4,4,5,3,4.1,Public broadcaster's international service.
Asia,Japan,Security,The Diplomat,https://thediplomat.com,EN,Asia-Pacific analysis,Independent (external),Website,,no,4,4,4,4,4,5,5,4.3,Analysis magazine covering Asia-Pacific politics and security.
Asia,Japan,Economic,Nikkei Asia,https://asia.nikkei.com,EN,Business / economy,Independent,Website,,no,5,4,5,4,4,3,4,4.1,Nikkei's pan-Asian business publication.
Asia,Japan,Economic,Bank of Japan,https://www.boj.or.jp/en,JA/EN,Central bank,State / official,Website,,yes,5,3,4,5,5,4,2,4.0,Central bank; monetary and financial data.
Asia,Japan,Economic,Statistics Bureau of Japan,https://www.stat.go.jp/english,JA/EN,Official statistics,State / official,Website,,yes,5,3,3,4,5,4,1,3.6,National statistics bureau.
Asia,Philippines,General,Rappler,https://www.rappler.com,EN,Independent digital news,Independent,Website,,no,5,4,5,5,4,4,4,4.4,Independent outlet led by Nobel laureate Maria Ressa.
Asia,Philippines,General,Philippine Daily Inquirer,https://www.inquirer.net,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading national daily.
Asia,Philippines,Security,PCIJ,https://pcij.org,EN,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,4,4.4,Philippine Center for Investigative Journalism.
Asia,Philippines,Political,VERA Files,https://verafiles.org,EN,Fact-checking / investigative,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Nonprofit fact-checking and investigations.
Asia,Philippines,Economic,Bangko Sentral ng Pilipinas,https://www.bsp.gov.ph,EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial data.
Asia,Philippines,Economic,Philippine Statistics Authority,https://psa.gov.ph,EN,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,National statistics authority.
Asia,Vietnam,General,VnExpress,https://vnexpress.net,VI/EN,Digital news,Establishment,Website,,no,4,3,5,3,3,4,2,3.4,Most-read outlet; operates within state media rules.
Asia,Vietnam,General,Tuoi Tre,https://tuoitre.vn,VI,Daily newspaper,Establishment,Website,,no,3,3,5,3,3,4,2,3.3,Popular daily; comparatively assertive within limits.
Asia,Vietnam,General,VietnamNet,https://vietnamnet.vn,VI/EN,State-linked online news,State media,Website,,no,3,2,5,2,3,4,1,2.9,State-linked outlet; the official line.
Asia,Vietnam,Political,The 88 Project,https://the88project.org,EN,Rights monitoring (exile),Independent (exile),Website,,yes,5,5,3,5,5,4,3,4.3,Documents political prisoners and rights abuses in Vietnam.
Asia,Vietnam,Economic,State Bank of Vietnam,https://www.sbv.gov.vn,VI/EN,Central bank,State / official,Website,,yes,4,3,4,3,4,4,2,3.4,Central bank; monetary and financial data.
Asia,Vietnam,Economic,General Statistics Office,https://www.gso.gov.vn,VI/EN,Official statistics,State / official,Website,,yes,3,3,3,3,4,4,1,3.0,National statistics office.
North Africa & Middle East,Iran,General,IranWire,https://iranwire.com,FA/EN,Independent (diaspora + citizen),Independent (exile),Website,,no,4,5,4,4,4,3,4,4.0,Diaspora-and-citizen journalism on Iran.
North Africa & Middle East,Iran,General,Radio Farda,https://www.radiofarda.com,FA,Broadcaster (RFE/RL),Independent (external),Website,,no,4,4,5,4,4,3,3,3.9,RFE/RL's Persian service.
North Africa & Middle East,Iran,General,Iran International,https://www.iranintl.com,FA/EN,Broadcaster (exile),Independent (exile),Website,,no,3,4,5,3,3,4,2,3.4,Widely-watched exile broadcaster; contested funding.
North Africa & Middle East,Iran,Security,Amwaj.media,https://amwaj.media,EN/AR/FA,Middle East analysis,Independent,Website,,no,5,5,3,5,4,4,5,4.4,"Sourced analysis of Iran, Iraq, and the Gulf."
North Africa & Middle East,Iran,General,IRNA,https://en.irna.ir,FA/EN,State news agency,State media,Website,,no,2,2,5,2,3,4,1,2.7,Official state news agency; the government's line.
North Africa & Middle East,Iran,Economic,Central Bank of Iran,https://www.cbi.ir,FA/EN,Central bank,State / official,Website,,yes,3,3,3,2,3,4,1,2.7,Central bank; data delayed and politically shaped.
North Africa & Middle East,Iran,Economic,Statistical Centre of Iran,https://www.amar.org.ir,FA/EN,Official statistics,State / official,Website,,yes,3,3,3,3,4,3,1,2.9,National statistics centre.
North Africa & Middle East,Turkey,General,Cumhuriyet,https://www.cumhuriyet.com.tr,TR,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Secular opposition daily under legal pressure.
North Africa & Middle East,Turkey,General,Bianet,https://bianet.org/english,TR/EN,Independent news / rights,Independent,Website,,no,5,4,4,5,4,4,3,4.1,Independent outlet with a rights and press-freedom focus.
North Africa & Middle East,Turkey,General,Diken,https://www.diken.com.tr,TR,Independent digital news,Independent,Website,,no,4,4,5,4,3,4,3,3.9,Independent news-and-commentary site.
North Africa & Middle East,Turkey,General,T24,https://t24.com.tr,TR,Independent digital news,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Independent digital daily.
North Africa & Middle East,Turkey,General,Daily Sabah,https://www.dailysabah.com,EN/TR,Pro-government daily,Pro-government,Website,,no,2,3,5,2,3,4,2,3.0,Pro-government English daily; useful for the official line.
North Africa & Middle East,Turkey,Political,Teyit,https://teyit.org,TR,Fact-checking,Independent,Website,,no,5,4,4,5,5,4,3,4.3,Leading Turkish fact-checking organization.
North Africa & Middle East,Turkey,Economic,Central Bank (TCMB),https://www.tcmb.gov.tr,TR/EN,Central bank,State / official,Website,,yes,4,3,4,3,5,4,2,3.6,Central bank; monetary data amid policy volatility.
North Africa & Middle East,Turkey,Economic,TÜİK (TurkStat),https://www.tuik.gov.tr,TR/EN,Official statistics,State / official,Website,,yes,3,3,3,3,4,4,1,3.0,National statistics institute; inflation methodology disputed.
Asia,Thailand,General,Prachatai English,https://prachataienglish.com,TH/EN,Independent news,Independent,Website,,no,5,4,4,5,4,4,3,4.1,Independent nonprofit outlet on rights and politics.
Asia,Thailand,General,Bangkok Post,https://www.bangkokpost.com,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading English daily.
Asia,Thailand,General,Khaosod English,https://www.khaosodenglish.com,EN,Digital news,Independent,Website,,no,4,4,5,4,3,4,2,3.7,Assertive English-language news.
Asia,Thailand,General,The Isaan Record,https://theisaanrecord.co,TH/EN,Regional / rights media,Independent,Website,,no,4,5,3,4,4,4,4,4.0,Independent coverage of the north-east and rural politics.
Asia,Thailand,Economic,Bank of Thailand,https://www.bot.or.th,TH/EN,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial data.
Asia,Myanmar,General,The Irrawaddy,https://www.irrawaddy.com,MY/EN,Independent news,Independent (exile),Website,,no,5,5,5,4,4,4,4,4.4,Veteran independent outlet; broad post-coup coverage.
Asia,Myanmar,General,Myanmar Now,https://myanmar-now.org,MY/EN,Investigative,Independent (exile),Website,,no,5,5,4,4,5,4,4,4.4,Investigative outlet; license revoked after the 2021 coup.
Asia,Myanmar,General,Frontier Myanmar,https://www.frontiermyanmar.net,EN,Independent news / analysis,Independent,Website,,no,5,4,4,4,4,4,4,4.1,"In-depth analysis of politics, economy, and conflict."
Asia,Myanmar,General,DVB,https://english.dvb.no,MY/EN,Broadcaster (exile),Independent (exile),Website,,no,4,4,5,4,4,4,2,3.9,Democratic Voice of Burma; long-running exile broadcaster.
Asia,Myanmar,Economic,Central Bank of Myanmar,https://www.cbm.gov.mm,MY/EN,Central bank,State / official,Website,,yes,3,3,3,2,3,3,1,2.6,Central bank; data limited under military rule.
Asia,South Korea,General,The Hankyoreh,https://english.hani.co.kr,KO/EN,Daily newspaper,Independent,Website,,no,5,4,5,4,4,4,4,4.3,Reader-owned centre-left daily; strong investigations.
Asia,South Korea,General,The Korea Herald,https://www.koreaherald.com,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading English daily.
Asia,South Korea,General,Yonhap News,https://en.yna.co.kr,KO/EN,News agency,Establishment,Website,,no,4,3,5,3,4,5,2,3.7,National news agency; fast and broad.
Asia,South Korea,Security,Newstapa,https://newstapa.org,KO,Investigative nonprofit,Independent,Website,,no,5,5,3,5,5,4,4,4.4,Korea Center for Investigative Journalism; member-funded.
Asia,South Korea,Economic,Bank of Korea,https://www.bok.or.kr,KO/EN,Central bank,State / official,Website,,yes,5,3,4,5,5,4,2,4.0,Central bank; monetary and financial data.
Asia,South Korea,Economic,Statistics Korea,https://kostat.go.kr,KO/EN,Official statistics,State / official,Website,,yes,5,3,3,4,5,4,1,3.6,National statistics office.
North Africa & Middle East,Iraq,General,964media,https://en.964media.com,AR/KU/EN,Independent news,Independent,Website,,no,4,4,5,4,4,4,3,4.0,Independent multimedia network across Iraq.
North Africa & Middle East,Iraq,General,Rudaw,https://www.rudaw.net,KU/AR/EN,Broadcaster / news,Establishment,Website,,no,4,4,5,3,3,4,3,3.7,Kurdistan-based network; broad regional coverage.
North Africa & Middle East,Iraq,General,Kurdistan24,https://www.kurdistan24.net,KU/AR/EN,Broadcaster / news,Establishment,Website,,no,3,3,5,3,3,4,2,3.3,Kurdistan-based news network.
North Africa & Middle East,Iraq,General,Iraqi News Agency (INA),https://ina.iq/eng,AR/EN,State news agency,State media,Website,,no,3,2,5,2,3,4,1,2.9,Official state agency.
North Africa & Middle East,Iraq,Economic,Central Bank of Iraq,https://cbi.iq,AR/EN,Central bank,State / official,Website,,yes,4,3,4,3,4,4,2,3.4,Central bank; monetary and FX data.
Asia,Afghanistan,General,TOLOnews,https://tolonews.com,FA/PS/EN,Broadcaster / news,Independent,Website,,no,4,4,5,4,4,4,3,4.0,Leading broadcaster reporting under Taliban constraints.
Asia,Afghanistan,General,Afghanistan International,https://www.afintl.com,FA/PS/EN,Broadcaster (exile),Independent (exile),Website,,no,4,4,5,3,4,4,2,3.7,Exile broadcaster covering Afghanistan.
Asia,Afghanistan,General,Etilaatroz,https://www.etilaatroz.com,FA/EN,Investigative (exile),Independent (exile),Website,,no,5,5,3,4,5,4,4,4.3,"Award-winning investigative daily, now largely in exile."
Asia,Afghanistan,General,KabulNow,https://kabulnow.com,FA/EN,Independent news,Independent (exile),Website,,no,4,4,4,4,4,4,3,3.9,Independent English-and-Persian outlet.
Asia,Afghanistan,Economic,Da Afghanistan Bank,https://dab.gov.af,EN,Central bank,State / official,Website,,yes,2,3,3,2,3,3,1,2.4,Central bank under Taliban control; data limited.
North Africa & Middle East,Saudi Arabia,General,Arab News,https://www.arabnews.com,EN,Daily newspaper,Establishment,Website,,no,3,3,5,3,3,5,2,3.4,Establishment English daily; reflects official priorities.
North Africa & Middle East,Saudi Arabia,General,Saudi Gazette,https://saudigazette.com.sa,EN,Daily newspaper,Establishment,Website,,no,3,3,5,3,3,4,2,3.3,Establishment English daily.
North Africa & Middle East,Saudi Arabia,General,Saudi Press Agency (SPA),https://www.spa.gov.sa/en,AR/EN,State news agency,State media,Website,,no,3,2,5,2,3,4,1,2.9,Official state agency; no independent domestic press exists.
North Africa & Middle East,Saudi Arabia,Economic,Saudi Central Bank (SAMA),https://www.sama.gov.sa,AR/EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.
North Africa & Middle East,Saudi Arabia,Economic,GASTAT,https://www.stats.gov.sa,AR/EN,Official statistics,State / official,Website,,yes,4,3,3,4,4,4,1,3.3,General Authority for Statistics.
Asia,Uzbekistan,General,Gazeta.uz,https://www.gazeta.uz,UZ/RU/EN,Independent digital news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Leading independent-leaning news site.
Asia,Uzbekistan,General,Kun.uz,https://kun.uz,UZ/RU/EN,Digital news,Independent,Website,,no,4,3,5,3,3,4,2,3.4,Popular news outlet.
Asia,Uzbekistan,General,Hook.report,https://hook.report,RU/EN,Independent analysis,Independent,Website,,no,4,5,3,4,4,4,4,4.0,Independent analysis of Uzbek society and politics.
Asia,Uzbekistan,Economic,Central Bank of Uzbekistan,https://cbu.uz,UZ/RU/EN,Central bank,State / official,Website,,yes,4,3,4,3,4,4,2,3.4,Central bank; monetary and financial data.
Asia,Uzbekistan,Economic,Statistics Agency of Uzbekistan,https://stat.uz,UZ/RU/EN,Official statistics,State / official,Website,,yes,3,3,3,3,4,4,1,3.0,National statistics agency.
Asia,Malaysia,General,Malaysiakini,https://www.malaysiakini.com,EN/MS/ZH,Independent digital news,Independent,Website,,no,5,4,5,4,4,3,3,4.0,Subscriber-funded independent outlet.
Asia,Malaysia,General,Free Malaysia Today,https://www.freemalaysiatoday.com,EN/MS,Digital news,Independent,Website,,no,4,3,5,4,3,4,2,3.6,Independent news portal.
Asia,Malaysia,General,Malay Mail,https://www.malaymail.com,EN,Digital news,Independent,Website,,no,4,3,5,4,3,4,2,3.6,Digital news outlet.
Asia,Malaysia,Economic,Bank Negara Malaysia,https://www.bnm.gov.my,EN/MS,Central bank,State / official,Website,,yes,5,3,4,4,5,4,2,3.9,Central bank; monetary and financial data.
Asia,Malaysia,Economic,DOSM (Statistics),https://www.dosm.gov.my,EN/MS,Official statistics,State / official,Website,,yes,4,3,3,4,5,4,1,3.4,Department of Statistics Malaysia.
North Africa & Middle East,Yemen,Security,Sana'a Center,https://sanaacenter.org,EN/AR,Policy research / analysis,Independent,Website,,no,5,5,3,5,5,4,5,4.6,"Leading think tank on Yemen's war, economy, and politics."
North Africa & Middle East,Yemen,General,Al-Masdar Online,https://almasdaronline.com,AR/EN,Independent news,Independent,Website,,no,4,4,4,3,3,4,3,3.6,Independent news outlet.
North Africa & Middle East,Yemen,General,Yemen Monitor,https://www.yemenmonitor.com,AR/EN,Independent news,Independent,Website,,no,3,4,4,3,3,4,2,3.3,Independent news site.
Asia,Nepal,General,The Kathmandu Post,https://kathmandupost.com,EN,Daily newspaper,Independent,Website,,no,5,3,5,4,4,4,3,4.0,Nepal's largest English daily.
Asia,Nepal,General,Nepali Times,https://www.nepalitimes.com,EN,Weekly / digital,Independent,Website,,no,4,4,4,4,4,4,4,4.0,Long-running independent weekly.
Asia,Nepal,General,Online Khabar,https://english.onlinekhabar.com,NE/EN,Digital news,Independent,Website,,no,4,3,5,4,3,4,2,3.6,Popular digital news outlet.
Asia,Nepal,Security,CIJ Nepal,https://cijnepal.org.np,NE/EN,Investigative nonprofit,Independent,Website,,no,5,5,3,5,4,4,4,4.3,Centre for Investigative Journalism.
Asia,Nepal,Economic,Nepal Rastra Bank,https://www.nrb.org.np,EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.
Asia,North Korea,General,NK News,https://www.nknews.org,EN,Specialist news / analysis,Independent (external),Website,,no,5,5,4,4,4,3,4,4.1,Authoritative specialist news on North Korea.
Asia,North Korea,General,Daily NK,https://www.dailynk.com,KO/EN,Specialist news (in-country sources),Independent (external),Website,,no,4,5,4,4,4,4,3,4.0,Seoul-based outlet with in-country informant network.
Asia,North Korea,Security,38 North,https://www.38north.org,EN,Analysis / OSINT,Independent (external),Website,,no,5,5,3,5,5,4,5,4.6,Expert analysis and satellite-imagery OSINT on North Korea.
Asia,North Korea,General,KCNA Watch,https://kcnawatch.org,KO/EN,State-media mirror,State media,Website,,no,2,3,4,2,3,4,1,2.7,Mirror of North Korean state media; the regime's own words.
Asia,Sri Lanka,General,Daily Mirror,https://www.dailymirror.lk,EN,Daily newspaper,Independent,Website,,no,4,3,5,4,4,4,3,3.9,Leading English daily.
Asia,Sri Lanka,General,Daily FT,https://www.ft.lk,EN,Business daily,Independent,Website,,no,4,3,5,4,4,4,4,4.0,Business-and-economy daily.
Asia,Sri Lanka,General,Groundviews,https://groundviews.org,EN,Citizen journalism / rights,Independent,Website,,no,5,5,3,5,4,4,4,4.3,Award-winning citizen-journalism platform.
Asia,Sri Lanka,Economic,EconomyNext,https://economynext.com,EN,Business / economy news,Independent,Website,,no,4,4,4,4,4,4,4,4.0,Independent economy-focused outlet.
Asia,Sri Lanka,Economic,Central Bank of Sri Lanka,https://www.cbsl.gov.lk,EN,Central bank,State / official,Website,,yes,4,3,4,4,5,4,2,3.7,Central bank; monetary and financial data.
Asia,Kazakhstan,General,Vlast.kz,https://vlast.kz,KK/RU,Independent analytical journal,Independent,Website,,no,5,5,4,5,4,4,4,4.4,One of the few independent outlets; analysis and reporting.
Asia,Kazakhstan,General,Orda,https://orda.kz,KK/RU,Independent news,Independent,Website,,no,4,4,4,4,4,4,3,3.9,Independent news-and-investigations site.
Asia,Kazakhstan,General,Eurasianet,https://eurasianet.org,EN,Regional analysis (external),Independent (external),Website,,no,5,4,4,5,4,5,4,4.4,US-based outlet on Central Asia and the Caucasus.
Asia,Kazakhstan,Economic,National Bank of Kazakhstan,https://www.nationalbank.kz,KK/RU/EN,Central bank,State / official,Website,,yes,4,3,4,3,4,4,2,3.4,Central bank; monetary and financial data.
Asia,Kazakhstan,Economic,Bureau of National Statistics,https://stat.gov.kz,KK/RU/EN,Official statistics,State / official,Website,,yes,3,3,3,3,4,4,1,3.0,National statistics bureau.
North Africa & Middle East,Syria,General,Enab Baladi,https://english.enabbaladi.net,AR/EN,Independent news,Independent,Website,,no,4,5,4,4,4,4,3,4.0,Outlet born of the 2011 uprising; broad Syria coverage.
North Africa & Middle East,Syria,General,Syria Direct,https://syriadirect.org,EN/AR,Independent news / training,Independent (external),Website,,no,5,5,3,5,4,4,4,4.3,Berlin-based independent Syria coverage.
North Africa & Middle East,Syria,Economic,The Syria Report,https://www.syria-report.com,EN,Economic news / data,Independent,Website,,no,5,5,3,5,4,3,5,4.3,Specialist economic-and-business intelligence on Syria.
North Africa & Middle East,Syria,General,SANA,https://www.sana.sy,AR/EN,State news agency,State media,Website,,no,2,2,5,2,2,4,1,2.6,State news agency; the government's line.
Asia,Cambodia,General,CamboJA News,https://cambojanews.com,KH/EN,Independent news,Independent,Website,,no,5,5,4,5,4,4,3,4.3,One of the last independent outlets after the 2017-23 crackdown.
Asia,Cambodia,General,Phnom Penh Post,https://www.phnompenhpost.com,EN,Daily newspaper,Establishment,Website,,no,3,3,5,3,3,4,2,3.3,Historic daily; independence eroded after 2018 sale.
Asia,Cambodia,General,Khmer Times,https://www.khmertimeskh.com,EN,Daily newspaper,Pro-government,Website,,no,2,2,5,2,3,4,1,2.7,Pro-government English daily.
Asia,Cambodia,Economic,National Bank of Cambodia,https://www.nbc.gov.kh,KH/EN,Central bank,State / official,Website,,yes,4,3,4,4,4,4,2,3.6,Central bank; monetary and financial data.
North Africa & Middle East,Jordan,General,The Jordan Times,https://www.jordantimes.com,EN,Daily newspaper,Establishment,Website,,no,3,3,5,3,3,4,2,3.3,Establishment English daily.
North Africa & Middle East,Jordan,General,7iber,https://www.7iber.com,AR/EN,Independent digital / investigative,Independent,Website,,no,5,5,3,5,4,4,4,4.3,"Independent outlet on rights, economy, and society."
North Africa & Middle East,Jordan,General,Ammon News,https://en.ammonnews.net,AR/EN,News portal,Independent,Website,,no,3,3,5,3,3,4,2,3.3,Popular news portal.
